name,class,drug_name
liver disease,Major,Hydrochlorothiazide and losartan
lupus erythematosus,Major,Hydrochlorothiazide and losartan
renal function disorders,Major,Hydrochlorothiazide and losartan
CHF,Moderate,Hydrochlorothiazide and losartan
hyperkalemia,Moderate,Hydrochlorothiazide and losartan
renal artery stenosis,Moderate,Hydrochlorothiazide and losartan
renal impairment,Moderate,Hydrochlorothiazide and losartan
renal/liver disease,Moderate,Hydrochlorothiazide and losartan
asthma,Moderate,Hydrochlorothiazide and losartan
diabetes,Moderate,Hydrochlorothiazide and losartan
hyperlipidemia,Moderate,Hydrochlorothiazide and losartan
hyperparathyroidism,Moderate,Hydrochlorothiazide and losartan
hyperuricemia,Moderate,Hydrochlorothiazide and losartan
thyroid function tests,Moderate,Hydrochlorothiazide and losartan
angioedema,Major,Hydrochlorothiazide and olmesartan
hypotension,Major,Hydrochlorothiazide and olmesartan
anuria,Major,Hydrochlorothiazide and olmesartan
electrolyte losses,Major,Hydrochlorothiazide and olmesartan
liver disease,Major,Hydrochlorothiazide and olmesartan
lupus erythematosus,Major,Hydrochlorothiazide and olmesartan
renal function disorders,Major,Hydrochlorothiazide and olmesartan
CHF,Moderate,Hydrochlorothiazide and olmesartan
hyperkalemia,Moderate,Hydrochlorothiazide and olmesartan
renal artery stenosis,Moderate,Hydrochlorothiazide and olmesartan
renal impairment,Moderate,Hydrochlorothiazide and olmesartan
renal/liver disease,Moderate,Hydrochlorothiazide and olmesartan
asthma,Moderate,Hydrochlorothiazide and olmesartan
diabetes,Moderate,Hydrochlorothiazide and olmesartan
hyperlipidemia,Moderate,Hydrochlorothiazide and olmesartan
hyperparathyroidism,Moderate,Hydrochlorothiazide and olmesartan
hyperuricemia,Moderate,Hydrochlorothiazide and olmesartan
thyroid function tests,Moderate,Hydrochlorothiazide and olmesartan
diabetes,Major,Hydrochlorothiazide and telmisartan
angioedema,Major,Hydrochlorothiazide and telmisartan
hypotension,Major,Hydrochlorothiazide and telmisartan
anuria,Major,Hydrochlorothiazide and telmisartan
electrolyte losses,Major,Hydrochlorothiazide and telmisartan
liver disease,Major,Hydrochlorothiazide and telmisartan
lupus erythematosus,Major,Hydrochlorothiazide and telmisartan
renal function disorders,Major,Hydrochlorothiazide and telmisartan
CHF,Moderate,Hydrochlorothiazide and telmisartan
hyperkalemia,Moderate,Hydrochlorothiazide and telmisartan
renal artery stenosis,Moderate,Hydrochlorothiazide and telmisartan
renal impairment,Moderate,Hydrochlorothiazide and telmisartan
renal/liver disease,Moderate,Hydrochlorothiazide and telmisartan
asthma,Moderate,Hydrochlorothiazide and telmisartan
diabetes,Moderate,Hydrochlorothiazide and telmisartan
hyperlipidemia,Moderate,Hydrochlorothiazide and telmisartan
hyperparathyroidism,Moderate,Hydrochlorothiazide and telmisartan
hyperuricemia,Moderate,Hydrochlorothiazide and telmisartan
thyroid function tests,Moderate,Hydrochlorothiazide and telmisartan
acidosis,Major,Hydrochlorothiazide and triamterene
diabetes,Major,Hydrochlorothiazide and triamterene
electrolytes/fluid,Major,Hydrochlorothiazide and triamterene
hyperkalemia,Major,Hydrochlorothiazide and triamterene
liver disease,Major,Hydrochlorothiazide and triamterene
renal dysfunction,Major,Hydrochlorothiazide and triamterene
anuria,Major,Hydrochlorothiazide and triamterene
electrolyte losses,Major,Hydrochlorothiazide and triamterene
liver disease,Major,Hydrochlorothiazide and triamterene
lupus erythematosus,Major,Hydrochlorothiazide and triamterene
renal function disorders,Major,Hydrochlorothiazide and triamterene
nephrolithiasis,Major,Hydrochlorothiazide and triamterene
hyperuricemia,Moderate,Hydrochlorothiazide and triamterene
asthma,Moderate,Hydrochlorothiazide and triamterene
diabetes,Moderate,Hydrochlorothiazide and triamterene
hyperlipidemia,Moderate,Hydrochlorothiazide and triamterene
hyperparathyroidism,Moderate,Hydrochlorothiazide and triamterene
hyperuricemia,Moderate,Hydrochlorothiazide and triamterene
thyroid function tests,Moderate,Hydrochlorothiazide and triamterene
folate antagonism,Moderate,Hydrochlorothiazide and triamterene
diabetes,Major,Hydrochlorothiazide and valsartan
angioedema,Major,Hydrochlorothiazide and valsartan
hypotension,Major,Hydrochlorothiazide and valsartan
anuria,Major,Hydrochlorothiazide and valsartan
electrolyte losses,Major,Hydrochlorothiazide and valsartan
liver disease,Major,Hydrochlorothiazide and valsartan
lupus erythematosus,Major,Hydrochlorothiazide and valsartan
renal function disorders,Major,Hydrochlorothiazide and valsartan
CHF,Moderate,Hydrochlorothiazide and valsartan
hyperkalemia,Moderate,Hydrochlorothiazide and valsartan
renal artery stenosis,Moderate,Hydrochlorothiazide and valsartan
renal impairment,Moderate,Hydrochlorothiazide and valsartan
asthma,Moderate,Hydrochlorothiazide and valsartan
diabetes,Moderate,Hydrochlorothiazide and valsartan
hyperlipidemia,Moderate,Hydrochlorothiazide and valsartan
hyperparathyroidism,Moderate,Hydrochlorothiazide and valsartan
hyperuricemia,Moderate,Hydrochlorothiazide and valsartan
thyroid function tests,Moderate,Hydrochlorothiazide and valsartan
renal/liver disease,Moderate,Hydrochlorothiazide and valsartan
impaired GI motility,Major,Hydrocodone
infectious diarrhea,Major,Hydrocodone
liver disease,Major,Hydrocodone
prematurity,Major,Hydrocodone
acute alcohol intoxication,Major,Hydrocodone
drug dependence,Major,Hydrocodone
gastrointestinal obstruction,Major,Hydrocodone
hypotension,Major,Hydrocodone
intracranial pressure,Major,Hydrocodone
respiratory depression,Major,Hydrocodone
adrenal insufficiency,Moderate,Hydrocodone
biliary spasm,Moderate,Hydrocodone
hypothyroidism,Moderate,Hydrocodone
renal dysfunction,Moderate,Hydrocodone
seizure disorders,Moderate,Hydrocodone
urinary retention,Moderate,Hydrocodone
arrhythmias,Moderate,Hydrocodone
alcoholism,Major,Hydrocodone and acetaminophen
liver disease,Major,Hydrocodone and acetaminophen
impaired GI motility,Major,Hydrocodone and acetaminophen
infectious diarrhea,Major,Hydrocodone and acetaminophen
liver disease,Major,Hydrocodone and acetaminophen
prematurity,Major,Hydrocodone and acetaminophen
acute alcohol intoxication,Major,Hydrocodone and acetaminophen
drug dependence,Major,Hydrocodone and acetaminophen
gastrointestinal obstruction,Major,Hydrocodone and acetaminophen
hypotension,Major,Hydrocodone and acetaminophen
intracranial pressure,Major,Hydrocodone and acetaminophen
respiratory depression,Major,Hydrocodone and acetaminophen
 PKU,Moderate,Hydrocodone and acetaminophen
adrenal insufficiency,Moderate,Hydrocodone and acetaminophen
biliary spasm,Moderate,Hydrocodone and acetaminophen
hypothyroidism,Moderate,Hydrocodone and acetaminophen
renal dysfunction,Moderate,Hydrocodone and acetaminophen
seizure disorders,Moderate,Hydrocodone and acetaminophen
urinary retention,Moderate,Hydrocodone and acetaminophen
arrhythmias,Moderate,Hydrocodone and acetaminophen
GI perforation,Major,Hydrocortisone
infections,Major,Hydrocortisone
prematurity,Major,Hydrocortisone
PUD,Major,Hydrocortisone
vaccination,Major,Hydrocortisone
(+) tuberculin test,Moderate,Hydrocortisone
cirrhosis,Moderate,Hydrocortisone
depression/psychoses,Moderate,Hydrocortisone
diabetes,Moderate,Hydrocortisone
electrolyte imbalance,Moderate,Hydrocortisone
fluid retention,Moderate,Hydrocortisone
hyperadrenocorticalism,Moderate,Hydrocortisone
hyperlipidemia,Moderate,Hydrocortisone
hypothyroidism,Moderate,Hydrocortisone
liver disease,Moderate,Hydrocortisone
MI,Moderate,Hydrocortisone
myasthenia gravis,Moderate,Hydrocortisone
myopathy,Moderate,Hydrocortisone
ocular herpes simplex,Moderate,Hydrocortisone
ocular toxicities,Moderate,Hydrocortisone
osteoporosis,Moderate,Hydrocortisone
scleroderma,Moderate,Hydrocortisone
strongyloidiasis,Moderate,Hydrocortisone
thromboembolism,Moderate,Hydrocortisone
impaired GI motility,Major,Hydromorphone
infectious diarrhea,Major,Hydromorphone
liver disease,Major,Hydromorphone
prematurity,Major,Hydromorphone
acute alcohol intoxication,Major,Hydromorphone
drug dependence,Major,Hydromorphone
gastrointestinal obstruction,Major,Hydromorphone
hypotension,Major,Hydromorphone
intracranial pressure,Major,Hydromorphone
respiratory depression,Major,Hydromorphone
adrenal insufficiency,Moderate,Hydromorphone
biliary spasm,Moderate,Hydromorphone
hypothyroidism,Moderate,Hydromorphone
renal dysfunction,Moderate,Hydromorphone
seizure disorders,Moderate,Hydromorphone
urinary retention,Moderate,Hydromorphone
arrhythmias,Moderate,Hydromorphone
oculotoxicity,Major,Hydroxychloroquine
porphyria,Major,Hydroxychloroquine
arrhythmias,Moderate,Hydroxychloroquine
bone marrow suppression,Moderate,Hydroxychloroquine
ototoxicity,Moderate,Hydroxychloroquine
seizures,Moderate,Hydroxychloroquine
glucose-6-PD deficiency,Moderate,Hydroxychloroquine
hepatotoxicity,Moderate,Hydroxychloroquine
myasthenia gravis,Moderate,Hydroxychloroquine
psoriasis,Moderate,Hydroxychloroquine
 diabetes,Moderate,Hydroxychloroquine
heart disease,Moderate,Hydroxychloroquine
renal impairment,Moderate,Hydroxychloroquine
myelosuppression,Major,Hydroxyurea
renal dysfunction,Major,Hydroxyurea
hepatic dysfunction,Moderate,Hydroxyurea
seizure disorders,Moderate,Hydroxyurea
neurologic disorders,Minor,Hydroxyurea
depression,Major,Hydroxyzine
QT prolongation,Major,Hydroxyzine
anticholinergic effects,Moderate,Hydroxyzine
asthma/COPD,Moderate,Hydroxyzine
cardiovascular,Moderate,Hydroxyzine
renal/liver disease,Moderate,Hydroxyzine
glaucoma,Moderate,Hydroxyzine
liver disease,Moderate,Hydroxyzine
renal/liver disease,Moderate,Hydroxyzine
hypotension,Moderate,Hytrin
liver disease,Moderate,Hytrin
diabetes,Major,Hyzaar
angioedema,Major,Hyzaar
hypotension,Major,Hyzaar
anuria,Major,Hyzaar
electrolyte losses,Major,Hyzaar
liver disease,Major,Hyzaar
lupus erythematosus,Major,Hyzaar
renal function disorders,Major,Hyzaar
CHF,Moderate,Hyzaar
hyperkalemia,Moderate,Hyzaar
renal artery stenosis,Moderate,Hyzaar
renal impairment,Moderate,Hyzaar
renal/liver disease,Moderate,Hyzaar
asthma,Moderate,Hyzaar
diabetes,Moderate,Hyzaar
hyperlipidemia,Moderate,Hyzaar
hyperparathyroidism,Moderate,Hyzaar
hyperuricemia,Moderate,Hyzaar
thyroid function tests,Moderate,Hyzaar
lung toxicity,Moderate,Ibrance
hepatic impairment,Moderate,Ibrance
neutropenia,Moderate,Ibrance
premenopausal,Moderate,Ibrance
renal impairment,Moderate,Ibrance
atrial fibrillation,Moderate,Ibrutinib
bleeding,Moderate,Ibrutinib
cytopenia,Moderate,Ibrutinib
hepatic impairment,Moderate,Ibrutinib
hypertension,Moderate,Ibrutinib
infections,Moderate,Ibrutinib
renal impairment,Moderate,Ibrutinib
tumor lysis syndrome,Moderate,Ibrutinib
lung toxicity,Moderate,Ibrutinib
asthma,Major,Ibu
fluid retention,Major,Ibu
GI toxicity,Major,Ibu
rash,Major,Ibu
renal toxicities,Major,Ibu
thrombosis,Major,Ibu
PKU,Moderate,Ibu
anemia,Moderate,Ibu
heart failure,Moderate,Ibu
hepatotoxicity,Moderate,Ibu
hyperkalemia,Moderate,Ibu
hypertension,Moderate,Ibu
platelet aggregation inhibition,Moderate,Ibu
liver impairment,Major,Iclusig
cardiovascular disease,Moderate,Iclusig
fluid retention,Moderate,Iclusig
bone marrow suppression,Moderate,Iclusig
lung toxicity,Moderate,Iclusig
atrial fibrillation/flutter,Moderate,Icosapent
liver disease,Moderate,Icosapent
hyperbilirubinemia,Moderate,Idhifa
tuberculosis,Major,Ilumya
infections,Moderate,Ilumya
vaccination,Moderate,Ilumya
cardiovascular disease,Moderate,Imatinib
fluid retention,Moderate,Imatinib
bone marrow suppression,Moderate,Imatinib
gastrointestinal disorders,Moderate,Imatinib
hepatic impairment,Moderate,Imatinib
hypothyroidism,Moderate,Imatinib
renal impairment,Moderate,Imatinib
atrial fibrillation,Moderate,Imbruvica
bleeding,Moderate,Imbruvica
cytopenia,Moderate,Imbruvica
hepatic impairment,Moderate,Imbruvica
hypertension,Moderate,Imbruvica
infections,Moderate,Imbruvica
renal impairment,Moderate,Imbruvica
tumor lysis syndrome,Moderate,Imbruvica
lung toxicity,Moderate,Imbruvica
AMI,Major,Imdur
anemia,Major,Imdur
hemodialysis,Major,Imdur
hypotension,Major,Imdur
intracranial pressure,Major,Imdur
hypertrophic cardiomyopathy,Moderate,Imdur
glaucoma,Minor,Imdur
adrenal insufficiency,Moderate,Imfinzi
colitis,Moderate,Imfinzi
diabetes,Moderate,Imfinzi
infections,Moderate,Imfinzi
liver dysfunction,Moderate,Imfinzi
renal dysfunction,Moderate,Imfinzi
thyroid disorders,Moderate,Imfinzi
Durvalumab – pneumonitis,Moderate,Imfinzi
anticholinergic effects,Major,Imipramine
cardiovascular disease,Major,Imipramine
pheochromocytoma,Major,Imipramine
acute myocardial infarction recovery,Major,Imipramine
cardiovascular disease,Major,Imipramine
depression,Major,Imipramine
seizure disorders,Major,Imipramine
bone marrow suppression,Moderate,Imipramine
diabetes,Moderate,Imipramine
renal/liver disease,Moderate,Imipramine
schizophrenia/bipolar disorder,Moderate,Imipramine
tardive dyskinesia,Moderate,Imipramine
acute alcohol intoxication,Moderate,Imipramine
bipolar disorder screening,Moderate,Imipramine
glaucoma,Moderate,Imipramine
hyper/hypoglycemia,Moderate,Imipramine
liver/renal disease,Moderate,Imipramine
neutropenia,Moderate,Imipramine
schizophrenia,Moderate,Imipramine
thyroid disorders,Moderate,Imipramine
urinary retention,Moderate,Imipramine
CAD risk factors,Major,Imitrex
cardiovascular disease,Major,Imitrex
liver disease,Major,Imitrex
seizure disorders,Moderate,Imitrex
infectious diarrhea,Major,Imodium
fluid/electrolytes,Moderate,Imodium
hepatic/renal dysfunction,Moderate,Imodium
toxic megacolon,Moderate,Imodium
diabetes,Moderate,Impoyz
diaper rash,Moderate,Impoyz
hyperadrenocorticism,Moderate,Impoyz
infections,Moderate,Impoyz
ocular toxicities,Moderate,Impoyz
bone marrow depression,Major,Imuran
infections,Major,Imuran
renal dysfunction,Major,Imuran
liver disease,Moderate,Imuran
cardiac disease,Major,Inbrija
hypotension,Major,Inbrija
neuroleptic malignant syndrome,Major,Inbrija
psychoses/depression,Major,Inbrija
psychosis,Major,Inbrija
glaucoma,Major,Inbrija
liver/renal,Major,Inbrija
melanoma,Major,Inbrija
reactive airway disease,Major,Inbrija
GI bleeding,Moderate,Inbrija
milk protein allergies,Major,Incruse Ellipta
anticholinergic effects,Moderate,Incruse Ellipta
severe liver impairment,Moderate,Incruse Ellipta
anuria,Major,Indapamide
electrolyte losses,Major,Indapamide
liver disease,Major,Indapamide
lupus erythematosus,Major,Indapamide
renal function disorders,Major,Indapamide
asthma,Moderate,Indapamide
diabetes,Moderate,Indapamide
hyperlipidemia,Moderate,Indapamide
hyperparathyroidism,Moderate,Indapamide
hyperuricemia,Moderate,Indapamide
thyroid function tests,Moderate,Indapamide
bradyarrhythmia/AV block,Major,Inderal
cardiogenic shock/hypotension,Major,Inderal
CHF,Major,Inderal
diabetes,Major,Inderal
hypersensitivity,Major,Inderal
ischemic heart disease,Major,Inderal
PVD,Major,Inderal
asthma/COPD,Major,Inderal
liver disease,Major,Inderal
cerebrovascular insufficiency,Moderate,Inderal
glaucoma,Moderate,Inderal
hyperlipidemia,Moderate,Inderal
hyperthyroidism,Moderate,Inderal
hyperthyroidism PKs,Moderate,Inderal
myasthenia gravis,Moderate,Inderal
pheochromocytoma,Moderate,Inderal
psoriasis,Moderate,Inderal
tachycardia,Moderate,Inderal
Prinzmetal's variant angina,Moderate,Inderal
renal impairment,Moderate,Inderal
asthma,Major,Indocin
fluid retention,Major,Indocin
GI toxicity,Major,Indocin
rash,Major,Indocin
renal toxicities,Major,Indocin
thrombosis,Major,Indocin
CNS effects,Moderate,Indocin
anemia,Moderate,Indocin
heart failure,Moderate,Indocin
hepatotoxicity,Moderate,Indocin
hyperkalemia,Moderate,Indocin
hypertension,Moderate,Indocin
platelet aggregation inhibition,Moderate,Indocin
asthma,Major,Indomethacin
fluid retention,Major,Indomethacin
GI toxicity,Major,Indomethacin
rash,Major,Indomethacin
renal toxicities,Major,Indomethacin
thrombosis,Major,Indomethacin
CNS effects,Moderate,Indomethacin
anemia,Moderate,Indomethacin
heart failure,Moderate,Indomethacin
hepatotoxicity,Moderate,Indomethacin
hyperkalemia,Moderate,Indomethacin
hypertension,Moderate,Indomethacin
platelet aggregation inhibition,Moderate,Indomethacin
heart failure,Major,Inflectra
liver disease,Major,Inflectra
infections,Major,Inflectra
malignancies,Major,Inflectra
neurologic reactions,Major,Inflectra
tuberculosis,Major,Inflectra
COPD,Moderate,Inflectra
hematologic abnormalities,Moderate,Inflectra
hepatitis B,Moderate,Inflectra
heart failure,Major,Infliximab
liver disease,Major,Infliximab
infections,Major,Infliximab
malignancies,Major,Infliximab
neurologic reactions,Major,Infliximab
tuberculosis,Major,Infliximab
COPD,Moderate,Infliximab
hematologic abnormalities,Moderate,Infliximab
hepatitis B,Moderate,Infliximab
hepatic dysfunction,Major,Ingrezza
QT prolongation,Major,Ingrezza
renal dysfunction,Major,Ingrezza
parkinson,Moderate,Ingrezza
hypertension,Moderate,Injectafer
hypophosphatemia,Moderate,Injectafer
hypersensitivity reactions,Moderate,Injectafer
hemorrhagic events,Major,Inlyta
cardiac failure,Moderate,Inlyta
GI perforation,Moderate,Inlyta
hepatic impairment,Moderate,Inlyta
hypertension,Moderate,Inlyta
proteinuria,Moderate,Inlyta
renal impairment,Moderate,Inlyta
RPL syndrome,Moderate,Inlyta
thromboembolism,Moderate,Inlyta
thyroid dysfunction,Moderate,Inlyta
lung toxicity,Moderate,Inlyta
renal/liver disease,Moderate,Insulin Detemir
hypokalemia,Moderate,Insulin Detemir
hypoglycemia,Moderate,Insulin Detemir
renal/liver disease,Moderate,Insulin Regular
hypokalemia,Moderate,Insulin Regular
hypoglycemia,Moderate,Insulin Regular
bradyarrhythmia,Moderate,Intuniv
depression,Moderate,Intuniv
hypotension,Moderate,Intuniv
ADHD,Moderate,Intuniv
renal/liver disease,Moderate,Intuniv
dementia,Major,Invega
QT Prolongation,Major,Invega
NMS,Major,Invega
tardive dyskinesia,Major,Invega
aspiration,Moderate,Invega
seizure,Moderate,Invega
hematologic abnormalities,Moderate,Invega
hyperglycemia/diabetes,Moderate,Invega
hypotension,Moderate,Invega
lipid alterations,Moderate,Invega
priapism,Moderate,Invega
weight gain,Moderate,Invega
depression,Moderate,Invega
hyperprolactinemia,Moderate,Invega
antiemetic effect,Moderate,Invega
gastrointestinal obstruction,Moderate,Invega
dementia,Major,Invega Sustenna
QT Prolongation,Major,Invega Sustenna
NMS,Major,Invega Sustenna
tardive dyskinesia,Major,Invega Sustenna
aspiration,Moderate,Invega Sustenna
seizure,Moderate,Invega Sustenna
hematologic abnormalities,Moderate,Invega Sustenna
hyperglycemia/diabetes,Moderate,Invega Sustenna
hypotension,Moderate,Invega Sustenna
lipid alterations,Moderate,Invega Sustenna
priapism,Moderate,Invega Sustenna
weight gain,Moderate,Invega Sustenna
