Drug class,drug_raw_name,treated_disease,description,side_effects,Dosage form,availability,score,reviews,drug_name
['Atypical antipsychotics'],olanzapine,Schizophrenia And Disorders With Psychotic Features,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Paranoid Schizophrenia,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Status Epilepticus,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Stereotypic Movement Disorder,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Post-Traumatic Stress Disorder,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Vomiting,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Benzodiazepine anticonvulsants'],clobazam,Anxiety Disorders,Onfi is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that clobazam works by enhancing the activity of certain neurotransmitters in the brain.,"['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,58.2,11.0,Onfi
['Benzodiazepine anticonvulsants'],clobazam,"Epilepsy, Rolandic",Onfi is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that clobazam works by enhancing the activity of certain neurotransmitters in the brain.,"['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,58.2,11.0,Onfi
['Benzodiazepine anticonvulsants'],clobazam,Tonic-Clonic Epilepsy,Onfi is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that clobazam works by enhancing the activity of certain neurotransmitters in the brain.,"['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,58.2,11.0,Onfi
['Benzodiazepine anticonvulsants'],clobazam,Myoclonus,Onfi is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that clobazam works by enhancing the activity of certain neurotransmitters in the brain.,"['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,58.2,11.0,Onfi
['Benzodiazepine anticonvulsants'],clobazam,Seizures,Onfi is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that clobazam works by enhancing the activity of certain neurotransmitters in the brain.,"['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,58.2,11.0,Onfi
['Benzodiazepine anticonvulsants'],clobazam,Infantile Spasms,Onfi is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that clobazam works by enhancing the activity of certain neurotransmitters in the brain.,"['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,58.2,11.0,Onfi
['Benzodiazepine anticonvulsants'],clobazam,Anxiety Disorders,"Sympazan is a benzodiazepine derivative and is supplied as an oral film containing 5 mg, 10 mg, or 20 mg of clobazam.","['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,,,Sympazan
['Benzodiazepine anticonvulsants'],clobazam,"Epilepsy, Rolandic","Sympazan is a benzodiazepine derivative and is supplied as an oral film containing 5 mg, 10 mg, or 20 mg of clobazam.","['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,,,Sympazan
['Benzodiazepine anticonvulsants'],clobazam,Tonic-Clonic Epilepsy,"Sympazan is a benzodiazepine derivative and is supplied as an oral film containing 5 mg, 10 mg, or 20 mg of clobazam.","['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,,,Sympazan
['Benzodiazepine anticonvulsants'],clobazam,Myoclonus,"Sympazan is a benzodiazepine derivative and is supplied as an oral film containing 5 mg, 10 mg, or 20 mg of clobazam.","['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,,,Sympazan
['Benzodiazepine anticonvulsants'],clobazam,Seizures,"Sympazan is a benzodiazepine derivative and is supplied as an oral film containing 5 mg, 10 mg, or 20 mg of clobazam.","['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,,,Sympazan
['Benzodiazepine anticonvulsants'],clobazam,Infantile Spasms,"Sympazan is a benzodiazepine derivative and is supplied as an oral film containing 5 mg, 10 mg, or 20 mg of clobazam.","['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",,Prescription only,,,Sympazan
['Dipeptidyl peptidase 4 inhibitors'],saxagliptin,"Diabetes Mellitus, Non-Insulin-Dependent",Onglyza is an oral diabetes medicine that helps control blood sugar levels. It works by regulating the levels of insulin your body produces after eating.,"['\nsevere ongoing pain in your joints\n', '\npain burning when you urinate\n', '\nheart problems \n']",,Prescription only,59.3,15.0,Onglyza
['Peripherally acting antiobesity agents'],orlistat,Atherosclerosis,"Orlistat blocks some of the fat that you eat, keeping it from being absorbed by your body.","['\nsevere stomach pain\n', '\nsevere pain in your lower back\n', '\nblood in your urine, painful difficult urination\n', '\nsigns of kidney problems including little no urinating swelling in your feet ankles feeling tired short of breath\n', '\nsigns of liver problems including nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay\n']",,Rx and/or OTC,73.4,361.0,Orlistat
['Peripherally acting antiobesity agents'],orlistat,Mammary Neoplasms,"Orlistat blocks some of the fat that you eat, keeping it from being absorbed by your body.","['\nsevere stomach pain\n', '\nsevere pain in your lower back\n', '\nblood in your urine, painful difficult urination\n', '\nsigns of kidney problems including little no urinating swelling in your feet ankles feeling tired short of breath\n', '\nsigns of liver problems including nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay\n']",,Rx and/or OTC,73.4,361.0,Orlistat
['Peripherally acting antiobesity agents'],orlistat,Burkholderia Infections,"Orlistat blocks some of the fat that you eat, keeping it from being absorbed by your body.","['\nsevere stomach pain\n', '\nsevere pain in your lower back\n', '\nblood in your urine, painful difficult urination\n', '\nsigns of kidney problems including little no urinating swelling in your feet ankles feeling tired short of breath\n', '\nsigns of liver problems including nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay\n']",,Rx and/or OTC,73.4,361.0,Orlistat
['Peripherally acting antiobesity agents'],orlistat,Carcinoma,"Orlistat blocks some of the fat that you eat, keeping it from being absorbed by your body.","['\nsevere stomach pain\n', '\nsevere pain in your lower back\n', '\nblood in your urine, painful difficult urination\n', '\nsigns of kidney problems including little no urinating swelling in your feet ankles feeling tired short of breath\n', '\nsigns of liver problems including nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay\n']",,Rx and/or OTC,73.4,361.0,Orlistat
['Peripherally acting antiobesity agents'],orlistat,Chylothorax,"Orlistat blocks some of the fat that you eat, keeping it from being absorbed by your body.","['\nsevere stomach pain\n', '\nsevere pain in your lower back\n', '\nblood in your urine, painful difficult urination\n', '\nsigns of kidney problems including little no urinating swelling in your feet ankles feeling tired short of breath\n', '\nsigns of liver problems including nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay\n']",,Rx and/or OTC,73.4,361.0,Orlistat
['Peripherally acting antiobesity agents'],orlistat,Colorectal Neoplasms,"Orlistat blocks some of the fat that you eat, keeping it from being absorbed by your body.","['\nsevere stomach pain\n', '\nsevere pain in your lower back\n', '\nblood in your urine, painful difficult urination\n', '\nsigns of kidney problems including little no urinating swelling in your feet ankles feeling tired short of breath\n', '\nsigns of liver problems including nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay\n']",,Rx and/or OTC,73.4,361.0,Orlistat
['Peripherally acting antiobesity agents'],orlistat,Complications Of Diabetes Mellitus,"Orlistat blocks some of the fat that you eat, keeping it from being absorbed by your body.","['\nsevere stomach pain\n', '\nsevere pain in your lower back\n', '\nblood in your urine, painful difficult urination\n', '\nsigns of kidney problems including little no urinating swelling in your feet ankles feeling tired short of breath\n', '\nsigns of liver problems including nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay\n']",,Rx and/or OTC,73.4,361.0,Orlistat
['Peripherally acting antiobesity agents'],orlistat,"Diabetes Mellitus, Non-Insulin-Dependent","Orlistat blocks some of the fat that you eat, keeping it from being absorbed by your body.","['\nsevere stomach pain\n', '\nsevere pain in your lower back\n', '\nblood in your urine, painful difficult urination\n', '\nsigns of kidney problems including little no urinating swelling in your feet ankles feeling tired short of breath\n', '\nsigns of liver problems including nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay\n']",,Rx and/or OTC,73.4,361.0,Orlistat
